txn_id,account_id,txn_type,amount,txn_timestamp,channel,status,created_at
30057,20008,Credit,42593.01,2024-01-02 22:51:32.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30058,24256,Credit,7369.40,2024-01-02 23:25:47.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30059,22518,Credit,98884.17,2024-01-03 00:12:56.0000000,NEFT,FAILED,2026-05-16 10:42:30.7348731
30060,24101,Debit,70820.28,2024-01-03 00:28:43.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30061,22888,Credit,72301.24,2024-01-03 01:20:59.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30062,24477,Credit,46563.98,2024-01-03 01:43:08.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30063,22003,Credit,54749.30,2024-01-03 01:50:11.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30064,23756,Credit,99405.44,2024-01-03 02:57:57.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30065,20973,Debit,59552.06,2024-01-03 03:32:59.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30066,24400,Debit,21971.05,2024-01-03 04:44:36.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30067,22821,Debit,96441.54,2024-01-03 05:03:57.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30068,23036,Debit,53822.49,2024-01-03 05:07:07.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30069,23743,Debit,2165.27,2024-01-03 05:45:35.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30070,24368,Credit,57377.81,2024-01-03 05:58:59.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30071,24219,Credit,7140.51,2024-01-03 06:09:09.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30072,22327,Credit,52806.07,2024-01-03 07:38:51.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30073,23439,Debit,82550.64,2024-01-03 09:00:08.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30074,22839,Debit,53932.75,2024-01-03 09:32:28.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30075,21874,Debit,37407.99,2024-01-03 09:57:51.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30076,20397,Credit,88272.71,2024-01-03 10:34:27.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30077,22349,Debit,92766.25,2024-01-03 10:34:28.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30078,23466,Debit,34814.35,2024-01-03 10:59:14.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30079,24312,Credit,49945.18,2024-01-03 11:56:00.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30080,20001,Debit,98293.94,2024-01-03 11:57:22.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30081,21195,Credit,17892.27,2024-01-03 12:28:19.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30082,23041,Debit,29885.51,2024-01-03 13:04:07.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30083,21100,Debit,42899.40,2024-01-03 13:40:43.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30084,23552,Credit,10178.74,2024-01-03 14:28:16.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30085,22672,Credit,27277.05,2024-01-03 14:29:44.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30086,20762,Credit,54514.40,2024-01-03 14:59:14.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30087,24363,Debit,22926.96,2024-01-03 15:11:10.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30088,20096,Credit,68659.87,2024-01-03 17:45:27.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30089,24017,Debit,34832.38,2024-01-03 18:13:56.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30090,22801,Credit,9070.51,2024-01-03 18:23:41.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30091,21574,Debit,76476.85,2024-01-03 19:29:17.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30092,24408,Credit,56784.89,2024-01-03 22:36:59.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30093,20267,Credit,82504.44,2024-01-03 22:44:28.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30094,23665,Debit,36079.15,2024-01-03 23:10:44.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30095,21122,Credit,2036.01,2024-01-03 23:12:10.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30096,22605,Credit,4764.18,2024-01-04 00:12:22.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30097,23206,Debit,79565.44,2024-01-04 00:32:08.0000000,ATM,FAILED,2026-05-16 10:42:30.7348731
30098,21118,Debit,41123.06,2024-01-04 01:09:22.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30099,23252,Debit,97640.93,2024-01-04 01:25:03.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30100,21895,Debit,83047.81,2024-01-04 01:25:59.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30101,22304,Credit,1710.58,2024-01-04 02:14:29.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30102,23006,Credit,87011.02,2024-01-04 02:22:39.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30103,22802,Debit,21365.33,2024-01-04 02:24:07.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30104,23917,Debit,48677.87,2024-01-04 02:28:32.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30105,21653,Debit,50661.52,2024-01-04 02:47:05.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30106,22438,Credit,6066.15,2024-01-04 02:47:08.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30107,22774,Credit,12654.00,2024-01-04 03:03:12.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30108,24046,Debit,42362.44,2024-01-04 03:55:02.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30109,22096,Credit,64297.83,2024-01-04 03:55:07.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30110,22659,Debit,26515.26,2024-01-04 04:32:37.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30111,22843,Credit,52687.46,2024-01-04 05:33:05.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30112,23334,Credit,37975.62,2024-01-04 06:38:07.0000000,RTGS,PENDING,2026-05-16 10:42:30.7348731
30113,22301,Credit,63073.31,2024-01-04 06:39:04.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30114,21727,Debit,42501.29,2024-01-04 06:46:09.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30115,20513,Debit,85178.15,2024-01-04 06:51:45.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30116,20796,Debit,98376.03,2024-01-04 07:47:27.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30117,24252,Credit,91313.88,2024-01-04 08:14:33.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30118,21627,Credit,16943.56,2024-01-04 09:01:14.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30119,23282,Debit,45772.05,2024-01-04 09:03:46.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30120,24420,Debit,45935.89,2024-01-04 10:22:34.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30121,21065,Debit,84062.59,2024-01-04 10:36:44.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30122,20362,Credit,35783.21,2024-01-04 11:44:08.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30123,22420,Credit,55005.23,2024-01-04 13:02:57.0000000,UPI,FAILED,2026-05-16 10:42:30.7348731
30124,22999,Credit,60966.97,2024-01-04 13:03:14.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30125,22683,Credit,11240.93,2024-01-04 13:27:24.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30126,23734,Debit,55840.32,2024-01-04 13:31:02.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30127,20752,Credit,24759.46,2024-01-04 14:24:56.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30128,21337,Debit,20741.03,2024-01-04 15:49:44.0000000,ATM,FAILED,2026-05-16 10:42:30.7348731
30129,21302,Credit,25106.53,2024-01-04 16:30:54.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30130,24418,Debit,10025.26,2024-01-04 16:44:28.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30131,21961,Debit,7066.05,2024-01-04 17:46:46.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30132,23106,Credit,64721.95,2024-01-04 18:51:52.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30133,24210,Credit,94103.79,2024-01-04 19:38:20.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30134,20002,Credit,68831.16,2024-01-04 20:06:33.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30135,20750,Credit,31254.38,2024-01-04 20:16:39.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30136,23080,Debit,33571.15,2024-01-04 21:37:38.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30137,22849,Credit,54184.78,2024-01-04 21:54:27.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30138,23602,Credit,86643.56,2024-01-04 22:54:37.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30139,24179,Credit,20326.21,2024-01-04 23:30:11.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30140,21034,Credit,46904.29,2024-01-05 00:00:43.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30141,20434,Credit,49944.78,2024-01-05 01:54:48.0000000,POS,FAILED,2026-05-16 10:42:30.7348731
30142,20618,Credit,93129.24,2024-01-05 02:50:29.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30143,20790,Debit,53661.67,2024-01-05 03:13:48.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30144,23623,Debit,78107.78,2024-01-05 04:45:45.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30145,22918,Debit,8871.34,2024-01-05 05:51:52.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30146,24417,Credit,32759.67,2024-01-05 06:34:21.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30147,20798,Debit,61181.20,2024-01-05 07:02:21.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30148,21779,Credit,67796.03,2024-01-05 07:59:50.0000000,NEFT,FAILED,2026-05-16 10:42:30.7348731
30149,22927,Debit,88532.69,2024-01-05 09:45:57.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30150,23758,Debit,59083.33,2024-01-05 10:21:57.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30151,23241,Credit,29028.96,2024-01-05 10:43:59.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30152,20652,Debit,53955.61,2024-01-05 10:48:31.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30153,21297,Credit,71181.85,2024-01-05 11:33:09.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30154,22754,Credit,78456.09,2024-01-05 11:44:22.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30155,24465,Debit,94463.97,2024-01-05 11:52:52.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30156,20472,Debit,19156.19,2024-01-05 12:07:57.0000000,RTGS,FAILED,2026-05-16 10:42:30.7348731
30157,21319,Debit,66128.42,2024-01-05 13:31:30.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30158,20984,Debit,20110.84,2024-01-05 14:03:57.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30159,22651,Debit,31855.45,2024-01-05 14:57:16.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30160,23610,Credit,14362.17,2024-01-05 15:24:45.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30161,21612,Debit,77322.08,2024-01-05 17:18:45.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30162,22595,Credit,91408.55,2024-01-05 17:40:17.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30163,20207,Credit,3089.89,2024-01-05 18:18:35.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30164,23237,Credit,81369.45,2024-01-05 18:28:14.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30165,20124,Debit,24251.36,2024-01-05 18:58:19.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30166,24369,Debit,48748.22,2024-01-05 19:05:58.0000000,NEFT,FAILED,2026-05-16 10:42:30.7348731
30167,20474,Debit,74847.10,2024-01-05 19:37:49.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30168,20354,Credit,50734.75,2024-01-05 20:12:48.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30169,22145,Debit,23201.86,2024-01-05 20:15:18.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30170,20537,Debit,90625.95,2024-01-05 20:29:25.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30171,21085,Debit,59398.91,2024-01-05 21:44:35.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30172,21118,Credit,93132.43,2024-01-05 22:05:23.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30173,23028,Credit,84679.47,2024-01-05 22:14:18.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30174,20962,Debit,87671.11,2024-01-05 22:39:14.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30175,20758,Debit,36235.10,2024-01-05 23:42:40.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30176,22937,Debit,98732.78,2024-01-05 23:54:11.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30177,21789,Credit,85254.21,2024-01-06 00:16:56.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30178,21320,Debit,33826.94,2024-01-06 00:23:55.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30179,20682,Credit,89651.89,2024-01-06 01:59:41.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30180,20852,Credit,75553.75,2024-01-06 02:13:31.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30181,23910,Credit,72541.19,2024-01-06 02:19:02.0000000,NEFT,FAILED,2026-05-16 10:42:30.7348731
30182,20750,Credit,721.96,2024-01-06 03:06:02.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30183,24266,Credit,2354.53,2024-01-06 03:34:43.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30184,20863,Credit,69509.77,2024-01-06 07:24:19.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30185,22347,Debit,27940.49,2024-01-06 07:26:38.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30186,20708,Credit,5945.98,2024-01-06 07:40:10.0000000,NEFT,FAILED,2026-05-16 10:42:30.7348731
30187,23968,Credit,28666.51,2024-01-06 07:46:30.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30188,22716,Credit,83807.16,2024-01-06 08:14:28.0000000,UPI,FAILED,2026-05-16 10:42:30.7348731
30189,20920,Debit,47114.12,2024-01-06 08:31:24.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30190,22857,Credit,61596.37,2024-01-06 10:42:17.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30191,21341,Credit,80070.49,2024-01-06 11:10:56.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30192,21675,Credit,32405.11,2024-01-06 11:58:16.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30193,20264,Credit,1213.48,2024-01-06 12:20:10.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30194,23733,Debit,32399.78,2024-01-06 12:33:31.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30195,20480,Credit,95672.17,2024-01-06 12:59:32.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30196,22854,Credit,48280.27,2024-01-06 13:02:50.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30197,21120,Credit,57023.78,2024-01-06 13:39:35.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30198,21418,Debit,76066.89,2024-01-06 14:14:33.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30199,23427,Debit,11581.84,2024-01-06 14:47:23.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30200,20402,Credit,73420.20,2024-01-06 14:53:45.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30201,21495,Debit,29845.67,2024-01-06 15:18:29.0000000,RTGS,FAILED,2026-05-16 10:42:30.7348731
30202,22700,Debit,38877.33,2024-01-06 16:53:58.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30203,23851,Credit,27022.04,2024-01-06 16:54:51.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30204,23938,Credit,15439.20,2024-01-06 17:37:56.0000000,POS,FAILED,2026-05-16 10:42:30.7348731
30205,23759,Credit,36209.99,2024-01-06 17:44:05.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30206,23149,Debit,9554.43,2024-01-06 17:53:05.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30207,20710,Debit,84493.33,2024-01-06 18:31:14.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30208,23427,Debit,30664.04,2024-01-06 18:39:25.0000000,RTGS,PENDING,2026-05-16 10:42:30.7348731
30209,21940,Debit,65396.37,2024-01-06 18:50:17.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30210,20980,Credit,29739.89,2024-01-06 20:17:01.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30211,20425,Credit,21149.33,2024-01-06 20:18:40.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30212,24180,Debit,71394.34,2024-01-06 20:20:35.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30213,20792,Credit,62437.98,2024-01-06 20:31:33.0000000,UPI,PENDING,2026-05-16 10:42:30.7348731
30214,22949,Credit,21888.68,2024-01-06 20:40:32.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30215,24153,Credit,61248.41,2024-01-06 20:43:53.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30216,21636,Debit,599.67,2024-01-06 21:26:39.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30217,23784,Credit,17773.77,2024-01-06 21:45:09.0000000,ATM,PENDING,2026-05-16 10:42:30.7348731
30218,20969,Credit,72802.62,2024-01-06 22:08:43.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30219,24497,Debit,41074.05,2024-01-06 22:40:58.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30220,20952,Credit,20442.53,2024-01-06 22:55:04.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30221,20522,Credit,50641.05,2024-01-06 23:43:00.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30222,21975,Debit,46575.18,2024-01-07 00:25:00.0000000,POS,SUCCESS,2026-05-16 10:42:30.7348731
30223,21883,Credit,63430.24,2024-01-07 00:42:41.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30224,23132,Credit,7346.58,2024-01-07 04:21:38.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30225,23152,Debit,81953.03,2024-01-07 04:50:58.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30226,24096,Credit,5921.85,2024-01-07 04:56:25.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30227,22654,Credit,45440.14,2024-01-07 05:39:52.0000000,UPI,SUCCESS,2026-05-16 10:42:30.7348731
30228,22475,Debit,71076.26,2024-01-07 05:47:42.0000000,ATM,SUCCESS,2026-05-16 10:42:30.7348731
30229,23625,Debit,34546.62,2024-01-07 06:31:09.0000000,UPI,FAILED,2026-05-16 10:42:30.7348731
30230,20522,Debit,91020.84,2024-01-07 07:00:36.0000000,NEFT,SUCCESS,2026-05-16 10:42:30.7348731
30231,24322,Debit,75547.66,2024-01-07 07:53:09.0000000,RTGS,SUCCESS,2026-05-16 10:42:30.7348731
30232,24197,Debit,42662.20,2024-01-07 08:00:53.0000000,ATM,PENDING,2026-05-16 10:42:30.7348731
